Receipt #,Word,POS,Tag
,6.36,NN,O
,CHANGE,NN,O
,:,NN,O
,0.00,NN,O
,GST,NN,O
,SUMMARY,NN,O
,TAX,NN,O
,CODE,NN,O
,%,NN,O
,AMT(RM),NN,O
,TAX(RM),NN,O
,SR,NN,O
,6,NN,O
,6.00,NN,O
,0.36,NN,O
,TOTAL,NN,O
,:,NN,O
,6.00,NN,O
,,NN,O
Receipt: 15,Deccan,MR,B-mer
,Spice,MR,I-mer
,771,NN,O
,Newark,NN,O
,Avenue,NN,O
,Jersey,NN,O
,City,NN,O
,Local,NN,O
,NJ,NN,O
,07306,NN,O
,(201),NN,O
,604-1772,NN,O
,Server,NN,O
,:,NN,O
,Com,NN,O
,Station:,NN,O
,6,NN,O
,Order,NN,O
,#:,NN,O
,80110,NN,O
,Table:,NN,O
,2.,NN,O
,Dine,NN,O
,In,NN,O
,Guests,NN,O
,:,NN,O
,6,NN,O
,1,NN,O
,Dal,NN,O
,Fry,NN,O
,1,NN,O
,Paneer,NN,O
,Butter,NN,O
,Masala,NN,O
,10.99,NN,O
,2,NN,O
,rice,NN,O
,12.99,NN,O
,1,NN,O
,Deccan,NN,O
,Special,NN,O
,Biryani,NN,O
,3.98,NN,O
,14.99,NN,O
,1,NN,O
,rice,NN,O
,1,NN,O
,98,NN,O
,Online,NN,O
,Offer,NN,O
,(8.99),NN,O
,SUB,NN,O
,TOTAL,NN,O
,:,NN,O
,35.95,NN,O
,Tax,NN,O
,1:,NN,O
,2.98,NN,O
,ORDER,NN,O
,TOTAL,NN,O
,:,NN,O
,38.93,NN,O
,18%,NN,O
,TIPS,NN,O
,:,NN,O
,8.09,NN,O
,TOTAL:,NN,O
,$47.02,NN,O
,7/26/2019,DT,B-date
,10:56:49,NN,O
,PM,NN,O
,No,NN,O
,returns,NN,O
,or,NN,O
,cancellations,NN,O
,accepted,NN,O
,once,NN,O
,order,NN,O
,is,NN,O
,placed.,NN,O
,Exchange,NN,O
,only,NN,O
,for,NN,O
,faulty,NN,O
,items,NN,O
,ONLY.,NN,O
Receipt: 16,KIKU,NN,O
,JAPANESE,NN,O
,RESTAURANT,NN,O
,TK,MR,B-mer
,DIVISION,MR,I-mer
,KITCHEN,MR,I-mer
,SDN,MR,I-mer
,BHD,MR,I-mer
,1202152-P,NN,O
,19-1,NN,O
,53100,NN,O
,SETAPAK,NN,O
,TEL,NN,O
,.,NN,O
,03-4161,NN,O
,8936,NN,O
,INVOICE,NN,O
,INVOICE:,NN,O
,9722,NN,O
,CASHIER:,NN,O
,ADMIN,NN,O
,POS,NN,O
,NO:,NN,O
,1,NN,O
,TABLE:,NN,O
,03,NN,O
,DATE,NN,O
,:,NN,O
,17/1/2018,DT,B-date
,12:12:21,NN,O
,PAX:,NN,O
,0,NN,O
,ITEM,NN,O
,QTY,NN,O
,U/P(RM),NN,O
,DISG(%),NN,O
,AMT(RM),NN,O
,CHICKEN,NN,O
,KATSU,NN,O
,BENTO,NN,O
,BEN02,NN,O
,1,NN,O
,12.90,NN,O
,0.00,NN,O
,12.90,NN,O
,OMU,NN,O
,CURRY,NN,O
,FRIED,NN,O
,RICE,NN,O
,SET,NN,O
,SET10,NN,O
,1,NN,O
,6.90,NN,O
,0.00,NN,O
,6.90,NN,O
,KATSU,NN,O
,DON,NN,O
,(FISH)SET,NN,O
,TS02,NN,O
,KAT,NN,O
,1,NN,O
,9.90,NN,O
,0.00,NN,O
,9.90,NN,O
,SUB,NN,O
,TOTAL,NN,O
,BEFORE,NN,O
,DISCOUNT,NN,O
,RM,NN,O
,29.70,NN,O
,SERVICE,NN,O
,CHARGE,NN,O
,RM,NN,O
,0.00,NN,O
,TOTAL,NN,O
,SALES,NN,O
,RM,NN,O
,29.70,NN,O
,ROUNDING,NN,O
,ADJUSTMENT,NN,O
,RM,NN,O
,0.00,NN,O
,TOTAL,NN,O
,RM,NN,O
,29.70,NN,O
,CASH,NN,O
,RM,NN,O
,30.00,NN,O
,CHANGE,NN,O
,RM,NN,O
,0.30,NN,O
,,NN,O
Receipt: 17,Blue,MR,B-mer
,Bear,MR,I-mer
,Tavern,MR,I-mer
,216,NN,O
,S,NN,O
,11th,NN,O
,Street,NN,O
,(215)922-3427,NN,O
,www.,NN,O
,bluebeartavern.com,NN,O
,Check,NN,O
,#:,NN,O
,00225,NN,O
,Date:,NN,O
,01/13/2012,DT,B-date
,10:16,NN,O
,PM,NN,O
,Check,NN,O
,#,NN,O
,00725,NN,O
,Station:,NN,O
,Pos3,NN,O
,Server,NN,O
,:,NN,O
,Andrew,NN,O
,Guests:,NN,O
,1,NN,O
,1,NN,O
,Crimini,NN,O
,1,NN,O
,Salami,NN,O
,3.00,NN,O
,0lives,NN,O
,3.00,NN,O
,1,NN,O
,Lrg,NN,O
,Clams\,NN,O
,mussels,NN,O
,3.00,NN,O
,4,NN,O
,Reg,NN,O
,Ketel,NN,O
,One,NN,O
,14.00,NN,O
,1,NN,O
,House,NN,O
,Cab,NN,O
,52.00,NN,O
,6.00,NN,O
,Sub,NN,O
,Total,NN,O
,81.00,NN,O
,Philly,NN,O
,Liquor,NN,O
,Tax,NN,O
,0.60,NN,O
,Philly,NN,O
,Pa,NN,O
,Sales,NN,O
,Tax,NN,O
,TOTAL,NN,O
,1.84,NN,O
,83.44,AM,B-amt
Receipt: 18,SANYU,MR,B-mer
,STATIONERY,MR,I-mer
,SHOP,MR,I-mer
,NO.,NN,O
,31G&33G,NN,O
,40170,NN,O
,SETIA,NN,O
,ALAM,NN,O
,MOBILE,NN,O
,/WHATSAPPS,NN,O
,:,NN,O
,+6012-918,NN,O
,7937,NN,O
,TEL:,NN,O
,+603-3362,NN,O
,4137,NN,O
,GST,NN,O
,ID,NN,O
,NO:,NN,O
,001531760640,NN,O
,TAX,NN,O
,INVOICE,NN,O
,OWNED,NN,O
,BY,NN,O
,:,NN,O
,SANYU,NN,O
,SUPPLY,NN,O
,SDN,NN,O
,BHD,NN,O
,(1135772-K),NN,O
,CASH,NN,O
,SALES,NN,O
,COUNTER,NN,O
,1.,NN,O
,2012-0029,NN,O
,3,NN,O
,X,NN,O
,2.9000,NN,O
,RESTAURANT,NN,O
,ORDER,NN,O
,CHIT,NN,O
,NCR,NN,O
,3.5"X6",NN,O
,8.70,AM,B-amt
,SR,NN,O
,TOTAL,NN,O
,SALES,NN,O
,INCLUSIVE,NN,O
,GST,NN,O
,@6%,NN,O
,DISCOUNT,NN,O
,TOTAL,NN,O
,ROUND,NN,O
,ADJ,NN,O
,FINAL,NN,O
,TOTAL,NN,O
,CASH,NN,O
,CHANGE,NN,O
,8.70,NN,O
,0.00,NN,O
,8.70,NN,O
,0.00,NN,O
,8.70,NN,O
,10.00,NN,O
,1.30,NN,O
,GST,NN,O
,SUMMARY,NN,O
,AMOUNT(RM),NN,O
,TAX(RM),NN,O
,SR,NN,O
,@,NN,O
,6%,NN,O
,8.21,NN,O
,0.49,NN,O
,INV,NN,O
,NO:,NN,O
,CS-SA-0096677,NN,O
,DATE,NN,O
,:,NN,O
,15/07/2017,DT,B-date
,GOODS,NN,O
,SOLD,NN,O
,ARE,NN,O
,NOT,NN,O
,RETURNABLE,NN,O
,&,NN,O
,REFUNDABLE,NN,O
,THANK,NN,O
,YOU,NN,O
,FOR,NN,O
,YOUR,NN,O
,PATRONAGE,NN,O
,PLEASE,NN,O
,COME,NN,O
,AGAIN.,NN,O
,TERIMA,NN,O
,KASIH,NN,O
,SILA,NN,O
,DATANG,NN,O
,LAGI,NN,O
,**,NN,O
,PLEASE,NN,O
,KEEP,NN,O
,THIS,NN,O
,RECEIPT,NN,O
,FOR,NN,O
,PROVE,NN,O
,OF,NN,O
,PURCHASE,NN,O
,DATE,NN,O
,FOR,NN,O
,I.T,NN,O
,PRODUCT,NN,O
,WARRANTY,NN,O
,PURPOSE,NN,O
,**,NN,O
,FOLLOW,NN,O
,US,NN,O
,IN,NN,O
,FACEBOOK,NN,O
,:,NN,O
,SANYU.STATIONERY,NN,O
,,NN,O
Receipt: 19,POPULAR,MR,B-mer
,BOOK,MR,I-mer
,CO.,MR,I-mer
,(M),MR,I-mer
,SDN,MR,I-mer
,BHD,MR,I-mer
,(CO.,NN,O
,NO.,NN,O
,113825-W),NN,O
,(GST,NN,O
,REG,NN,O
,NO.,NN,O
,001492992000),NN,O
,NO,NN,O
,8,NN,O
,56000,NN,O
,KUALA,NN,O
,LUMPUR,NN,O
,AMPANG,NN,O
,POINT,NN,O
,CENTRE,NN,O
,TEL,NN,O
,:,NN,O
,03-42601064/66,NN,O
,11/02/18,DT,B-date
,19,NN,O
,:,NN,O
,21,NN,O
,SLIP,NN,O
,NO.,NN,O
,:,NN,O
,6030098553,NN,O
,MOHD,NN,O
,NOR,NN,O
,AZMI,NN,O
,TRANS,NN,O
,:,NN,O
,79369,NN,O
,DESCRIPTION,NN,O
,AMOUNT,NN,O
,PB,NN,O
,D/S,NN,O
,TAPE,NN,O
,12MM,NN,O
,1.90,NN,O
,T,NN,O
,H/C,NN,O
,A4,NN,O
,400'S,NN,O
,9.90,NN,O
,T,NN,O
,TOTAL,NN,O
,RM,NN,O
,INCL.,NN,O
,OF,NN,O
,GST,NN,O
,11.80,AM,B-amt
,CASH,NN,O
,-11.80,NN,O
,ITEM,NN,O
,COUNT,NN,O
,2,NN,O
,GST,NN,O
,SUMMARY,NN,O
,AMOUNT,NN,O
,(RM),NN,O
,TAX,NN,O
,(RM),NN,O
,T,NN,O
,@,NN,O
,6%,NN,O
,11.13,NN,O
,0.67,NN,O
,TOTAL,NN,O
,SAVINGS,NN,O
,0.00,NN,O
,BE,NN,O
,A,NN,O
,POPULAR,NN,O
,CARD,NN,O
,MEMBER,NN,O
,AND,NN,O
,ENJOY,NN,O
,SPECIAL,NN,O
,DISCOUNTS,NN,O
,THANK,NN,O
,YOU.,NN,O
,PLEASE,NN,O
,COME,NN,O
,AGAIN.,NN,O
,WWW.,NN,O
,POPULAR,NN,O
,.,NN,O
,COM.,NN,O
,MY,NN,O
,BUY,NN,O
,CHINESE,NN,O
,BOOKS,NN,O
,ONLINE,NN,O
,WWW.,NN,O
,POPULARONLINE.,NN,O
,COM.,NN,O
,MY,NN,O
,,NN,O
Receipt: 20,RESTORAN,MR,B-mer
,IBRAHIM,MR,I-mer
,MAJU,MR,I-mer
,SB,MR,I-mer
,NO.2,NN,O
,TAMAN,NN,O
,REKO,NN,O
,SENTRAL,NN,O
,SELANGOR,NN,O
,DE,NN,O
,TEL,NN,O
,:,NN,O
,03-87342689,NN,O
,GST,NN,O
,ID,NN,O
,NO,NN,O
,:,NN,O
,000696532992,NN,O
,TAX,NN,O
,INVOICE,NN,O
,INVOICE,NN,O
,#,NN,O
,TIME,NN,O
,:19/03/2018,NN,O
,03:43:44,NN,O
,PM,NN,O
,CASHIER,NN,O
,:,NN,O
,JAHABA,NN,O
,R,NN,O
,ALI,NN,O
,SELF,NN,O
,SERVICE:,NN,O
,1000,NN,O
,QTY,NN,O
,DESCRIPTION,NN,O
,PRICE,NN,O
,AMOUNT,NN,O
,1,NN,O
,1,NN,O
,1,NN,O
,MAKANAN,NN,O
,MAKANAN,NN,O
,MAKANAN,NN,O
,2.30,NN,O
,1.40,NN,O
,1.60,NN,O
,2.30,NN,O
,S,NN,O
,1.40,NN,O
,S,NN,O
,1.60,NN,O
,S,NN,O
,SUB,NN,O
,TOTAL,NN,O
,INCL.,NN,O
,GST,NN,O
,RM,NN,O
,5.30,AM,B-amt
,ROUND,NN,O
,ADJUSTMT,NN,O
,RM,NN,O
,0.00,NN,O
,TOTAL,NN,O
,RM,NN,O
,5.30,NN,O
,PAYMENT,NN,O
,CASH,NN,O
,RM,NN,O
,10.00,NN,O
,CHANGE,NN,O
,RM,NN,O
,4.70,NN,O
,GST,NN,O
,6%,NN,O
,PAID,NN,O
,RM,NN,O
,0.30,NN,O
,GST,NN,O
,ANALYSIS,NN,O
,AMT,NN,O
,(RM),NN,O
,TAX,NN,O
,(RM),NN,O
,S,NN,O
,=,NN,O
,6%,NN,O
,Z=0%,NN,O
,5.00,NN,O
,0.00,NN,O
,0.30,NN,O
,0.00,NN,O
,19/03/2018,DT,B-date
,03:44:03,NN,O
,PM,NN,O
,<THANK,NN,O
,YOU>,NN,O
,<PLEASE,NN,O
,COME,NN,O
,AGAIN>,NN,O
,:,NN,O
,1-161696,NN,O
,3180301,NN,O
,,NN,O
Receipt: 21,SANYU,MR,B-mer
,STATIONERY,MR,I-mer
,SHOP,MR,I-mer
,NO.,NN,O
,31G&33G,NN,O
,40170,NN,O
,SETIA,NN,O
,ALAM,NN,O
,MOBILE,NN,O
,/WHATSAPPS,NN,O
,:,NN,O
,+6012-918,NN,O
,7937,NN,O
,TEL:,NN,O
,+603-3362,NN,O
,4137,NN,O
,GST,NN,O
,ID,NN,O
,NO:,NN,O
,001531760640,NN,O
,TAX,NN,O
,INVOICE,NN,O
,OWNED,NN,O
,BY,NN,O
,:,NN,O
,SANYU,NN,O
,SUPPLY,NN,O
,SDN,NN,O
,BHD,NN,O
,(1135772-K),NN,O
,CASH,NN,O
,SALES,NN,O
,COUNTER,NN,O
,1.,NN,O
,7002-0014,NN,O
,1,NN,O
,X,NN,O
,35.0000,NN,O
,SONOFAX,NN,O
,-,NN,O
,EC,NN,O
,THERMAL,NN,O
,ROLL,NN,O
,(BLUE),NN,O
,-,NN,O
,(57MMX60MMX12MM),NN,O
,(10ROLL/PKT),NN,O
,35.00,AM,B-amt
,SR,NN,O
,TOTAL,NN,O
,SALES,NN,O
,INCLUSIVE,NN,O
,GST,NN,O
,@6%,NN,O
,DISCOUNT,NN,O
,TOTAL,NN,O
,ROUND,NN,O
,ADJ,NN,O
,FINAL,NN,O
,TOTAL,NN,O
,CASH,NN,O
,CHANGE,NN,O
,35.00,NN,O
,0.00,NN,O
,35.00,NN,O
,0.00,NN,O
,35.00,NN,O
,50.00,NN,O
,15.00,NN,O
,GST,NN,O
,SUMMARY,NN,O
,AMOUNT(RM),NN,O
,TAX(RM),NN,O
,SR,NN,O
,@,NN,O
,6%,NN,O
,33.02,NN,O
,1.98,NN,O
,INV,NN,O
,NO:,NN,O
,CS-SA-0097366,NN,O
,DATE,NN,O
,:,NN,O
,18/07/2017,DT,B-date
,GOODS,NN,O
,SOLD,NN,O
,ARE,NN,O
,NOT,NN,O
,RETURNABLE,NN,O
,&,NN,O
,REFUNDABLE,NN,O
,THANK,NN,O
,YOU,NN,O
,FOR,NN,O
,YOUR,NN,O
,PATRONAGE,NN,O
,PLEASE,NN,O
,COME,NN,O
,AGAIN.,NN,O
,TERIMA,NN,O
,KASIH,NN,O
,SILA,NN,O
,DATANG,NN,O
,LAGI,NN,O
,**,NN,O
,PLEASE,NN,O
,KEEP,NN,O
,THIS,NN,O
,RECEIPT,NN,O
,FOR,NN,O
,PROVE,NN,O
,OF,NN,O
,PURCHASE,NN,O
,DATE,NN,O
,FOR,NN,O
,I.T,NN,O
,PRODUCT,NN,O
,WARRANTY,NN,O
,PURPOSE,NN,O
,**,NN,O
,FOLLOW,NN,O
,US,NN,O
,IN,NN,O
,FACEBOOK,NN,O
,:,NN,O
,SANYU.STATIONERY,NN,O
,,NN,O
Receipt: 22,AIK,MR,B-mer
,HUAT,MR,I-mer
,HARDWARE,MR,I-mer
,ENTERPRISE,MR,I-mer
,(SETIA,MR,I-mer
,ALAM),MR,I-mer
,SDN,MR,I-mer
,BHD,MR,I-mer
,822737-X,NN,O
,NO.,NN,O
,17-G,NN,O
,(X),NN,O
,U13/X,NN,O
,SEKSYEN,NN,O
,U13,NN,O
,TEL:,NN,O
,012,NN,O
,-,NN,O
,6651783,NN,O
,FAX:,NN,O
,03,NN,O
,-,NN,O
,33623608,NN,O
,GST,NN,O
,NO:,NN,O
,000394528768,NN,O
,SIMPLIFIED,NN,O
,TAX,NN,O
,INVOICE,NN,O
,CASH,NN,O
,RECEIPT,NN,O
,#:,NN,O
,CSP0393921,NN,O
,DATE:,NN,O
,15/06/2017,DT,B-date
,BIG,NN,O
,STRETCH,NN,O
,FILM,NN,O
,???,NN,O
,SALESPERSON,NN,O
,:,NN,O
,AH002,NN,O
,TIME:,NN,O
,15:28:00,NN,O
,ITEM,NN,O
,QTY,NN,O
,U/P,NN,O
,(RM),NN,O
,AMOUNT,NN,O
,(RM),NN,O
,2000160000024,NN,O
,1,NN,O
,15.00,AM,B-amt
,15.00,NN,O
,S,NN,O
,20",NN,O
,1.6KG,NN,O
,X,NN,O
,500MM,NN,O
,TAL,NN,O
,QUANTITY,NN,O
,1,NN,O
,SUB-TOTAL,NN,O
,(GST),NN,O
,15.00,NN,O
,DISC,NN,O
,0.00,NN,O
,ROUNDING,NN,O
,0.00,NN,O
,TOTAL,NN,O
,15.00,NN,O
,CASH,NN,O
,15.00,NN,O
,CHANGE,NN,O
,0.00,NN,O
,*GST,NN,O
,@,NN,O
,6%,NN,O
,INCLUDED,NN,O
,IN,NN,O
,TOTAL,NN,O
,GST,NN,O
,SUMMARY,NN,O
,CODE,NN,O
,AMOUNT,NN,O
,%,NN,O
,TAX/AMT,NN,O
,SR,NN,O
,14.15,NN,O
,6,NN,O
,0.85,NN,O
,TAX,NN,O
,TOTAL:,NN,O
,0.85,NN,O
,GOODS,NN,O
,SOLD,NN,O
,ARE,NN,O
,NOT,NN,O
,REFONDABLE,NN,O
,THANK,NN,O
,YOU,NN,O
,FOR,NN,O
,CHOOSING,NN,O
,US.,NN,O
,PROVIDE,NN,O
,ORIGINAL,NN,O
,BILL,NN,O
,FOR,NN,O
,GOODS,NN,O
,EXCHANGE,NN,O
,WITHIN,NN,O
,1,NN,O
,WEEK,NN,O
,FROM,NN,O
,TRANSACTION,NN,O
,GOODS,NN,O
,MUST,NN,O
,BE,NN,O
,IN,NN,O
,ORIGINAL,NN,O
,STATE,NN,O
,TO,NN,O
,BE,NN,O
,ENTITLED,NN,O
,FOR,NN,O
,EXCHANGE.,NN,O
,,NN,O
Receipt: 23,99,MR,B-mer
,SPEED,MR,I-mer
,MART,MR,I-mer
,S/B,MR,I-mer
,(519537-X),NN,O
,LOT,NN,O
,P.T.,NN,O
,2811,NN,O
,TAMAN,NN,O
,BERKELEY,NN,O
,41150,NN,O
,KLANG,NN,O
,1243-JLN,NN,O
,PUDU,NN,O
,ULU,NN,O
,GST,NN,O
,ID.,NN,O
,NO,NN,O
,:,NN,O
,000181747712,NN,O
,INVOICE,NN,O
,NO,NN,O
,:,NN,O
,18124/102/T0146,NN,O
,01:11PM,NN,O
,566449,NN,O
,14-08-17,DT,B-date
,587,NN,O
,LISTERINE,NN,O
,COOL,NN,O
,MINT,NN,O
,MOU,NN,O
,RM8.99,NN,O
,S,NN,O
,2190,NN,O
,SPRING,NN,O
,FRESH,NN,O
,MINERAL,NN,O
,W,NN,O
,RM1.40,NN,O
,S,NN,O
,5353,NN,O
,SUMMER,NN,O
,GOAT,NN,O
,MILK,NN,O
,BODY,NN,O
,RM3.99,NN,O
,S,NN,O
,TOTAL,NN,O
,SALES,NN,O
,(INCLUSIVE,NN,O
,GST),NN,O
,RM,NN,O
,14.38,NN,O
,ROUNDING,NN,O
,ADJUSTMENT,NN,O
,RM,NN,O
,.02,NN,O
,ROUNDING,NN,O
,RM,NN,O
,14.40,AM,B-amt
,CASH,NN,O
,RM,NN,O
,20.00,NN,O
,CHANGE,NN,O
,RM,NN,O
,5.60,NN,O
,GST,NN,O
,SUMMARY,NN,O
,AMOUNT(RM),NN,O
,TAX(RM),NN,O
,S,NN,O
,=,NN,O
,6%,NN,O
,13.56,NN,O
,.82,NN,O
,THANK,NN,O
,YOU.,NN,O
,PLEASE,NN,O
,COME,NN,O
,AGAIN,NN,O
,KEEP,NN,O
,THE,NN,O
,INVOICE,NN,O
,FOR,NN,O
,APPLICABLE,NN,O
,RETURNS,NN,O
,,NN,O
Receipt: 24,SYARIKAT,MR,B-mer
,PERNIAGAAN,MR,I-mer
,GIN,MR,I-mer
,KEE,MR,I-mer
,(81109-A),NN,O
,NO,NN,O
,290,NN,O
,SETAPAK,NN,O
,53200,NN,O
,TEL,NN,O
,:,NN,O
,03-40210276,NN,O
,GST,NN,O
,ID,NN,O
,:,NN,O
,000750673920,NN,O
,SIMPLIFIED,NN,O
,TAX,NN,O
,INVOICE,NN,O
,CASH,NN,O
,DOC,NN,O
,NO.,NN,O
,GOODS,NN,O
,SOLD,NN,O
,ARE,NN,O
,NOT,NN,O
,RETURNABLE,NN,O
,:,NN,O
,CS00012494,NN,O
,DATE:,NN,O
,02/01/2018,DT,B-date
,CASHIER,NN,O
,:,NN,O
,USER,NN,O
,0.12,NN,O
,TIME:,NN,O
,09:29:00,NN,O
,SALESPERSON,NN,O
,:,NN,O
,REF.,NN,O
,:,NN,O
,ITEM,NN,O
,QTY,NN,O
,S/PRICE,NN,O
,AMOUNT,NN,O
,TAX,NN,O
,1432,NN,O
,1,NN,O
,2.12,AM,B-amt
,2.12,NN,O
,SR,NN,O
,GLOVE,NN,O
,1200,NN,O
,(PER,NN,O
,PAIR),NN,O
,TOTAL,NN,O
,QTY:,NN,O
,1,NN,O
,2.12,NN,O
,TOTAL,NN,O
,SALES,NN,O
,(EXCLUDING,NN,O
,GST),NN,O
,:,NN,O
,2.00,NN,O
,DISCOUNT,NN,O
,:,NN,O
,0.00,NN,O
,TOTAL,NN,O
,GST,NN,O
,:,NN,O
,0.12,NN,O
,ROUNDING,NN,O
,:,NN,O
,0.00,NN,O
,TOTAL,NN,O
,SALES,NN,O
,(INCLUSIVE,NN,O
,OF,NN,O
,GST),NN,O
,:,NN,O
,2.12,NN,O
,CASH,NN,O
,:,NN,O
,2.12,NN,O
,CHANGE,NN,O
,:,NN,O
,0.00,NN,O
,GST,NN,O
,SUMMARY,NN,O
,TAX,NN,O
,CODE,NN,O
,%,NN,O
,AMT(RM),NN,O
,TAX(RM),NN,O
,SR,NN,O
,6,NN,O
,2.00,NN,O
,0.12,NN,O
,TOTAL:,NN,O
,2.00,NN,O
,,NN,O
Receipt: 25,3180404,NN,O
,BERRY'S,MR,B-mer
,CAKE,MR,I-mer
,HOUSE,MR,I-mer
,(CO,NN,O
,NO.,NN,O
,315481-T),NN,O
,GST,NN,O
,NO.,NN,O
,001287233536,NN,O
,NO.1,NN,O
,JLN,NN,O
,PUTERI,NN,O
,1/6,NN,O
,BANDAR,NN,O
,PUTERI,NN,O
,47100,NN,O
,PUCHONG,NN,O
,SELANGOR,NN,O
,OUTLET:03-80626265,NN,O
,CARELINE:03-56381988,NN,O
,18/04/2018,DT,B-date
,5:18:08,NN,O
,P,NN,O
,SESSION:11444,NN,O
,USER:1,NN,O
,TAX,NN,O
,INVOICE,NN,O
,NO:14551,NN,O
,POS:2,NN,O
,DESC,NN,O
,&,NN,O
,CODE,NN,O
,QTY,NN,O
,PRICE,NN,O
,AMOUNT,NN,O
,00014960,NN,O
,RAISIN,NN,O
,ALMOND,NN,O
,BREAD,NN,O
,1.00,NN,O
,4.55,NN,O
,4.55,NN,O
,00002493,NN,O
,CHEESE,NN,O
,ROLL,NN,O
,(4),NN,O
,1.00,NN,O
,3.90,NN,O
,3.90,NN,O
,00002479,NN,O
,BUTTER,NN,O
,ROLL,NN,O
,(4),NN,O
,1.00,NN,O
,2.80,NN,O
,2.80,NN,O
,TOTAL,NN,O
,INCLUSIVE,NN,O
,OF,NN,O
,TAX,NN,O
,11.25,AM,B-amt
,ROUNDING,NN,O
,ADJUSTMENT,NN,O
,0.00,NN,O
,SUBTOTAL,NN,O
,11.25,NN,O
,RINGGIT,NN,O
,M'SIA,NN,O
,PAYMENT,NN,O
,-20.00,NN,O
,CHANGE,NN,O
,8.75,NN,O
,ITEM,NN,O
,COUNT,NN,O
,3,NN,O
,ITEM,NN,O
,TOTAL,NN,O
,3,NN,O
,GST,NN,O
,SUMMARY,NN,O
,AMOUNT,NN,O
,GST,NN,O
,GST,NN,O
,0%,NN,O
,*,NN,O
,0.00,NN,O
,0.00,NN,O
,GST,NN,O
,6%,NN,O
,10.61,NN,O
,0.64,NN,O
,RECEIPT/TRX,NN,O
,NO,NN,O
,14551/1582555,NN,O
,ALL,NN,O
,BERRY'S,NN,O
,PRODUCTS,NN,O
,ARE,NN,O
,AVAILABLE,NN,O
,AT,NN,O
,BERRY'S,NN,O
,OUTLET,NN,O
,ONLY.,NN,O
,CUSTOMERSERVICE@BERRYS.COM.MY,NN,O
,WWW.BERRYS.COM.MY,NN,O
,20.00,NN,O
,,NN,O
Receipt: 26,DE,MR,B-mer
,LUXE,MR,I-mer
,CIRCLE,MR,I-mer
,FRESH,MR,I-mer
,MART,MR,I-mer
,SDN,MR,I-mer
,BHD,MR,I-mer
,(MUTIARA,NN,O
,RINI,NN,O
,16),NN,O
,CO,NN,O
,REG,NN,O
,NO:797887-W,NN,O
,NO,NN,O
,TAMAN,NN,O
,MUTIA,NN,O
,RINI,NN,O
,TEL:016-7780546,NN,O
,MT161201805120055,NN,O
,CASHIER:,NN,O
,12/05/18,DT,B-date
,12:12:57,NN,O
,PM,NN,O
,12/05/18,NN,O
,12:13:17,NN,O
,PM,NN,O
,HEAVEN,NN,O
,&,NN,O
,EARTH,NN,O
,AYATAKA,NN,O
,GREEN,NN,O
,TEA,NN,O
,1.5L,NN,O
,8888002119454,NN,O
,KONNYAKU,NN,O
,10G,NN,O
,8888338001119,NN,O
,5.00*1,NN,O
,3.50*2,NN,O
,ITEM:,NN,O
,QTY:,NN,O
,TOTAL,NN,O
,SAVING:,NN,O
,TOTAL,NN,O
,WITH,NN,O
,GST,NN,O
,@,NN,O
,6%,NN,O
,ROUNDING,NN,O
,TOTAL,NN,O
,12.00,AM,B-amt
,0.00,NN,O
,12.00,NN,O
,TENDER,NN,O
,CASH,NN,O
,50.00,NN,O
,CHANGE,NN,O
,38.00,NN,O
,GST,NN,O
,ANALYSIS,NN,O
,S,NN,O
,=,NN,O
,6%,NN,O
,Z,NN,O
,=,NN,O
,0%,NN,O
,MEMBER,NN,O
,0000036581,NN,O
,MEMBER:,NN,O
,WONG,NN,O
,SHOO,NN,O
,YUEN,NN,O
,*THANK,NN,O
,YOU.,NN,O
,SEE,NN,O
,YOU,NN,O
,AGAIN,NN,O
,!!,NN,O
,*CUSTOMER,NN,O
,CARE,NN,O
,LINE,NN,O
,:,NN,O
,012-7092889,NN,O
,*CUSTOMERSERVICE@DELUXEGROUPS.COM,NN,O
,GST,NN,O
,NO:001507647488,NN,O
,CHU,NN,O
,PECK,NN,O
,5.00,NN,O
,S,NN,O
,7.00,NN,O
,S,NN,O
,2,NN,O
,3,NN,O
,0.00,NN,O
,GOODS,NN,O
,TAX,NN,O
,AMOUNT,NN,O
,11.32,NN,O
,0.68,NN,O
,0.00,NN,O
,0.00,NN,O
,POINTS,NN,O
,EARNED:,NN,O
,11,NN,O
,,NN,O
Receipt: 27,RESTORAN,MR,B-mer
,WAN,MR,I-mer
,SHENG,MR,I-mer
,002043319-W,NN,O
,NO.2,NN,O
,SEKSYEN,NN,O
,9,NN,O
,43200,NN,O
,CHERAS,NN,O
,GST,NN,O
,REG,NN,O
,NO:,NN,O
,001335787520,NN,O
,TAX,NN,O
,INVOICE,NN,O
,INV,NN,O
,NO.:,NN,O
,1175805,NN,O
,CASHIER:,NN,O
,THANDAR,NN,O
,DATE,NN,O
,:,NN,O
,04-06-2018,DT,B-date
,15:53:52,NN,O
,DESCRIPTION,NN,O
,QTY,NN,O
,U.PRICE,NN,O
,TOTAL,NN,O
,TAX,NN,O
,TEH,NN,O
,(B),NN,O
,1,NN,O
,X,NN,O
,2.20,NN,O
,2.20,NN,O
,ZRL,NN,O
,CHAM,NN,O
,(B),NN,O
,1,NN,O
,X,NN,O
,2.20,NN,O
,2.20,NN,O
,ZRL,NN,O
,BUNGA,NN,O
